PacmanPosition_X,PacmanPosition_Y,Ghost1Positions_X,Ghost1Positions_Y,Ghost2Positions_X,Ghost2Positions_Y,NumFood,Score,Capsules0X,Capsules0Y,Capsules1X,Capsules1Y,Grid0_0,Grid0_1,Grid0_2,Grid0_3,Grid0_4,Grid0_5,Grid0_6,Grid1_0,Grid1_1,Grid1_2,Grid1_3,Grid1_4,Grid1_5,Grid1_6,Grid2_0,Grid2_1,Grid2_2,Grid2_3,Grid2_4,Grid2_5,Grid2_6,Grid3_0,Grid3_1,Grid3_2,Grid3_3,Grid3_4,Grid3_5,Grid3_6,Grid4_0,Grid4_1,Grid4_2,Grid4_3,Grid4_4,Grid4_5,Grid4_6,Grid5_0,Grid5_1,Grid5_2,Grid5_3,Grid5_4,Grid5_5,Grid5_6,Grid6_0,Grid6_1,Grid6_2,Grid6_3,Grid6_4,Grid6_5,Grid6_6,Grid7_0,Grid7_1,Grid7_2,Grid7_3,Grid7_4,Grid7_5,Grid7_6,Grid8_0,Grid8_1,Grid8_2,Grid8_3,Grid8_4,Grid8_5,Grid8_6,Grid9_0,Grid9_1,Grid9_2,Grid9_3,Grid9_4,Grid9_5,Grid9_6,Grid10_0,Grid10_1,Grid10_2,Grid10_3,Grid10_4,Grid10_5,Grid10_6,Grid11_0,Grid11_1,Grid11_2,Grid11_3,Grid11_4,Grid11_5,Grid11_6,Grid12_0,Grid12_1,Grid12_2,Grid12_3,Grid12_4,Grid12_5,Grid12_6,Grid13_0,Grid13_1,Grid13_2,Grid13_3,Grid13_4,Grid13_5,Grid13_6,Grid14_0,Grid14_1,Grid14_2,Grid14_3,Grid14_4,Grid14_5,Grid14_6,Grid15_0,Grid15_1,Grid15_2,Grid15_3,Grid15_4,Grid15_5,Grid15_6,Grid16_0,Grid16_1,Grid16_2,Grid16_3,Grid16_4,Grid16_5,Grid16_6,Grid17_0,Grid17_1,Grid17_2,Grid17_3,Grid17_4,Grid17_5,Grid17_6,Grid18_0,Grid18_1,Grid18_2,Grid18_3,Grid18_4,Grid18_5,Grid18_6,Grid19_0,Grid19_1,Grid19_2,Grid19_3,Grid19_4,Grid19_5,Grid19_6,Action
1,4,13.0,3.0,10.0,5.0,44,99.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,North
1,5,13.0,2.0,10.0,4.0,43,108.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,East
2,5,13.0,1.0,9.0,4.0,42,117.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,East
3,5,12.0,1.0,9.0,5.0,41,126.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,East
4,5,11.0,1.0,8.0,5.0,40,135.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,1,0,-1,-1,0,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,South
4,4,10.0,1.0,9.0,5.0,39,144.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,East
5,4,9.0,1.0,9.0,4.0,38,153.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,0,1,-1,-1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,East
6,4,8.0,1.0,9.0,3.0,37,162.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,0,1,-1,-1,0,1,1,0,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,North
6,5,7.0,1.0,8.0,3.0,36,171.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,0,1,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,West
5,5,6.0,1.0,7.0,3.0,35,180.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,West
4,5,6.0,2.0,6.0,3.0,35,179.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,South
4,4,6.0,3.0,6.0,2.0,35,178.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,South
4,3,7.0,3.0,6.0,1.0,34,187.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,South
4,2,8.0,3.0,5.0,1.0,33,196.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,North
4,3,9.0,3.0,4.0,1.0,33,195.0,3,3,16,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,West
3,3,9.0,3.5,4.0,1.5,33,194.0,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,East
4,3,9.0,4.0,4.0,2.0,33,193.0,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,Stop
4,3,9.5,4.0,11,5,33,392.0,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,Stop
4,3,10.0,4.0,10.0,5.0,33,391.0,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,Stop
4,3,10.0,3.5,10.0,4.0,33,390.0,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,Stop
